"id"	"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
"QPX_transcriptome_v1_Contig_1"	2455.2926922627	2368.14795817846	2542.43742634694	1.07359737281894	0.102453046261648	0.880671386224246	1
"QPX_transcriptome_v1_Contig_10"	80151.1598042758	50284.36439582	110017.955212732	2.18791579717924	1.12955721649907	0.101427086487757	1
"QPX_transcriptome_v1_Contig_100"	269.398897438752	356.034721098571	182.763073778933	0.513329355111783	-0.962043330416709	0.288927729485558	1
"QPX_transcriptome_v1_Contig_1000"	1604.95525227787	1376.86456458037	1833.04593997537	1.33131898890436	0.412856287683138	0.564422483692795	1
"QPX_transcriptome_v1_Contig_10000"	140.136884856	121.879105770258	158.394663941742	1.299604743083	0.37807291410001	0.721103523547194	1
"QPX_transcriptome_v1_Contig_10001"	156.387432292034	154.380200642326	158.394663941742	1.02600374453921	0.0370359962649434	0.972737050614991	1
"QPX_transcriptome_v1_Contig_10002"	122.407779706304	78.2980921918019	166.517467220806	2.12671168044425	1.08862445953846	0.326824502359035	1
"QPX_transcriptome_v1_Contig_10003"	234.905393550696	138.129653206292	331.681133895101	2.40123048307192	1.26377388787736	0.174178561056306	1
"QPX_transcriptome_v1_Contig_10004"	124.072855560954	101.935252098761	146.210459023146	1.43434637196452	0.520393454147721	0.636281854345371	1
"QPX_transcriptome_v1_Contig_10005"	397.329343425575	331.658899944519	462.999786906631	1.39601194776948	0.481311288907172	0.560551996504507	1
"QPX_transcriptome_v1_Contig_10006"	578.0320711173	541.438694118781	614.625448115819	1.13517089707848	0.182909507919525	0.813323969055417	1
"QPX_transcriptome_v1_Contig_10007"	386.319832229362	367.853301052051	404.786363406674	1.1004016064257	0.138030150892446	0.866609887557351	1
"QPX_transcriptome_v1_Contig_10008"	116.388555196134	152.902878148141	79.8742322441263	0.522385407073498	-0.936813499375062	0.415244345550024	1
"QPX_transcriptome_v1_Contig_10009"	144.43791907402	79.0367534388944	209.839084709145	2.65495577157503	1.40868782763551	0.18421873748338	1
"QPX_transcriptome_v1_Contig_1001"	850.013812481923	886.393496510965	813.63412845288	0.917915273132664	-0.123567101022274	0.876982301093099	1
"QPX_transcriptome_v1_Contig_10010"	249.122769728011	154.380200642326	343.865338813696	2.22739274455522	1.1553559634537	0.20703818898009	1
"QPX_transcriptome_v1_Contig_10011"	159.832459412671	147.732249418494	171.932669406848	1.1638127090301	0.218858905759863	0.830146024699859	1
"QPX_transcriptome_v1_Contig_10012"	135.638215521701	79.0367534388944	192.239677604507	2.432282061701	1.28231054186596	0.234430207995662	1
"QPX_transcriptome_v1_Contig_10013"	308.34042666256	283.645918883509	333.034934441611	1.1741220735786	0.231582413380505	0.78829063436956	1
"QPX_transcriptome_v1_Contig_10014"	203.78403883415	243.758211540515	163.809866127784	0.672017837235228	-0.5734285682088	0.556962441679579	1
"QPX_transcriptome_v1_Contig_10015"	72.5024424069225	82.7300596743568	62.2748251394883	0.752747252747253	-0.40976255723817	0.776534127191786	1
"QPX_transcriptome_v1_Contig_10016"	110.291511858929	120.401783276073	100.181240441786	0.832057779510433	-0.265244379839706	0.83182333303129	1
"QPX_transcriptome_v1_Contig_10017"	120.138681527526	129.265718241182	111.01164481387	0.858786430960344	-0.219628698451823	0.85831603516206	1
"QPX_transcriptome_v1_Contig_10018"	145.925123324019	146.993588171402	144.856658476636	0.985462429202871	-0.0211272253800802	0.998871632750133	1
"QPX_transcriptome_v1_Contig_10019"	89.4867102121424	84.2073821685417	94.7660382557431	1.12538872264273	0.170423411542646	0.893375737675831	1
"QPX_transcriptome_v1_Contig_1002"	3785.37084872246	3784.16156885473	3786.58012859019	1.00063912697475	0.000921770784049415	0.994391363742505	1
"QPX_transcriptome_v1_Contig_10020"	83.1463286380192	70.1728184737847	96.1198388022537	1.36975884527372	0.453921919936156	0.721803697539616	1
"QPX_transcriptome_v1_Contig_10021"	94.5288761162084	59.0928997673977	129.964852465019	2.19933110367893	1.13706481459622	0.349092177295581	1
"QPX_transcriptome_v1_Contig_10022"	130.467586792054	68.6954959795998	192.239677604507	2.79843204948394	1.48461871715907	0.175673185549164	1
"QPX_transcriptome_v1_Contig_10023"	263.956520424221	177.278699302193	350.634341546249	1.97787068004459	0.983948100840457	0.274939323574945	1
"QPX_transcriptome_v1_Contig_10024"	178.605325020215	175.801376808008	181.409273232422	1.03189904724432	0.0453018359122505	0.964315631790336	1
"QPX_transcriptome_v1_Contig_10025"	153.494548277502	149.948233159772	157.040863395231	1.0473005255614	0.0666754867048177	0.949845658977792	1
"QPX_transcriptome_v1_Contig_10026"	117.674418671424	110.799187063871	124.549650278977	1.12410256410256	0.168773674323553	0.882099438114046	1
